t,C,B,D,L,P,R,drift,shock,C_std_w
--- new run 20251104_145948 ---,,,,,,,,,
158,0.22245295547102067,0.03178053010930687,0.4488916272364431,0.12473904846735245,0.06031426900775941,0.24187190161770733,-0.0002,0.0,0.0222825449242955
159,0.2042541148338739,0.004199003370518716,0.41235687248269565,0.1378000643178157,0.040957298868802214,0.1825507171170971,-0.0002,0.0,0.021567155239002968
160,0.21093843025510683,0.02510668746409511,0.4090140754214944,0.14850518266839186,0.0441289452098017,0.20150035914154835,-0.0002,0.0,0.02079785960628112
161,0.22129897709265117,0.02624724987456118,0.4461001499258408,0.16125466636770863,0.0558909739114538,0.21379636667202503,-0.0002,0.0,0.020091593973791438
162,0.21093071613864833,0.0,0.4411610773717292,0.1534751716812237,0.062117375546268325,0.1730355417431363,-0.0002,0.0,0.019506573998697263
163,0.20697248094973017,0.049023443306787325,0.44429273729642504,0.11713564546170349,0.010850766638903192,0.16459692293151623,-0.0002,0.0,0.019279728066897754
164,0.20469648012866717,0.04633318091899335,0.4227439747171933,0.11989906029942118,0.0,0.1811466704827052,-0.0002,0.0,0.01897574081182618
165,0.21001927088692843,0.02459692636732684,0.42158896796404555,0.14926423550028534,0.07715006648730878,0.150917374703787,-0.0002,0.0,0.018420250452863822
166,0.2012074482955942,0.010661693264713864,0.3963938970300475,0.17279408515336359,0.042707087315781884,0.1363866633359944,-0.0002,0.0,0.018396304565829268
167,0.18439785268653458,0.009773654767588555,0.3670335408456552,0.14407433388408813,0.028438400672125937,0.07337345612587359,-0.0002,0.0,0.018886601827519004
168,0.1751185576357978,0.0,0.35464251821186,0.1485212529743481,0.022865601093518133,0.02015439528069176,-0.0002,0.0,0.019870025971553268
169,0.1773359639844852,0.0,0.37859564742704527,0.16519721833408776,0.0205031652476831,0.0,-0.0002,0.0,0.020729415577373747
170,0.17677050990783774,0.018936491128566175,0.36122777799074685,0.1301197662598672,0.0,0.04345035875322458,-0.0002,0.0,0.021390310025639535
171,0.18146346456079465,0.02554189227461697,0.396005189582178,0.11573967686058617,0.02814448017555429,0.02540523744468228,-0.0002,0.0,0.02140309974726224
172,0.19135700215755572,0.020819071203632057,0.47059569738084883,0.1387541358295747,0.013109368915723516,0.022860666273880687,-0.0002,0.0,0.021294246310633667
173,0.19351148245195482,0.030605773830201393,0.506909425066326,0.12408014307947018,0.0,0.014471411880091465,-0.0002,0.0,0.021296644078555818
174,0.20274594142974006,0.03106733754511409,0.5101955641283832,0.16358084716495006,0.009500612349177845,0.038858921029171004,-0.0002,0.0,0.021272353333624268
175,0.2132336631300697,0.0,0.5362326087811196,0.22646744211463857,0.03268789105668318,0.04646559262739253,-0.0002,0.0,0.021257416931478732
176,0.2200024308524434,0.004619645652232294,0.5898468759518997,0.1986519976129127,0.029354820318061685,0.06027182041553893,-0.0002,0.0,0.021257200617772507
177,0.2220046605996448,0.026939678886628262,0.5767270387806481,0.20787163945472975,0.021017175877528015,0.06388595439957732,-0.0002,0.0,0.0212570158198352
178,0.2154484335509296,0.02297693267541139,0.5424792284449816,0.20723823190402635,0.04733172153938309,0.0348754056533271,-0.0002,0.0,0.021235170172756463
179,0.20984905838019052,0.015744180212166354,0.5624226303786961,0.17514227870161114,0.05281087166462784,0.0030715110847240046,-0.0002,0.0,0.021283208031017718
180,0.2354089959863021,0.049783095237179595,0.631807271835092,0.23580993722898405,0.04623545133143371,0.025277484946942798,-0.0002,0.0,0.021365247297199602
181,0.2419824059870987,0.053413027092184276,0.6348704487171706,0.28224264905711893,0.006660064045909089,0.05693632287092624,-0.0002,0.0,0.021544329742565815
182,0.24973506104645082,0.051943747237512244,0.6771266673352948,0.28785965012410225,0.0,0.06525053417346774,-0.0002,0.0,0.02191054759295075
183,0.24594921113472792,0.07402276008840275,0.6781995775586306,0.3025007984208002,0.0,0.0012340171481155515,-0.0002,0.0,0.02199161532645213
184,0.25950763183533543,0.10102346760160301,0.6991743696441592,0.3069461499592302,0.0020523168663097017,0.032322890228757666,-0.0002,0.0,0.022609107207614266
185,0.2528416548461616,0.0873102658373062,0.6779783476834037,0.30128965387435064,0.03772523252285565,0.0,-0.0002,0.0,0.02301664155042203
186,0.25626455130605164,0.12306516561572645,0.6588007620572383,0.26826734888263,0.07552708760712522,0.0,-0.0002,0.0,0.023492437198659125
187,0.2566581042696726,0.08405813468417875,0.6480387702855452,0.29619892180924107,0.11128931338577841,0.0,-0.0002,0.0,0.023933952360622186
188,0.26113533756251434,0.096247757457097,0.6694613092573781,0.2768601269977504,0.1219403956407717,0.0,-0.0002,0.0,0.024378131600349
189,0.2563285092706103,0.0801670251429042,0.6546968711960104,0.2788711614537667,0.12283600024953069,0.0,-0.0002,0.0,0.02472830104813405
