t,C,B,D,L,P,R,drift,shock,C_std_w
--- new run 20251104_145948 ---,,,,,,,,,
383,0.38652350283902837,0.12273344507925066,0.9470447981176198,0.32102583769309856,0.3603742308470666,0.1336014767505073,-0.0002,0.0,0.03062008748952635
384,0.4055836763700302,0.16504297627376252,0.9464758573431019,0.3840055824148161,0.3339135930470151,0.1544229832580726,-0.0002,0.0,0.03366894657795131
385,0.41391358810287093,0.13498817297432833,1.0,0.37408861924802084,0.3321679148926427,0.18215009044714825,-0.0002,0.0,0.036839749066531376
386,0.406527537325778,0.17264839349517494,0.9666436949023511,0.363703849498775,0.2903202167086496,0.18626924498841388,-0.0002,0.0,0.038992901506449816
387,0.39382323494320876,0.16960721744093502,0.9561756742195642,0.3431700093317567,0.27874302279321367,0.1638773848265004,-0.0002,0.0,0.04024941964993056
388,0.39341390133778115,0.18547607270171867,1.0,0.2852482860746861,0.2752639973110705,0.15133223160367731,-0.0002,0.0,0.041006043516445996
389,0.3884068593531934,0.20024713035675756,0.9714469894796885,0.2808552111539029,0.2440762318367154,0.17223316690786106,-0.0002,0.0,0.04133555640576017
390,0.37982696744075656,0.20322536925550633,0.9666027525127826,0.2919608490242133,0.2366817326977871,0.1256185374185562,-0.0002,0.0,0.041327625092870426
391,0.396578565191931,0.22109728155350436,0.9752508576265067,0.2873384609778671,0.2662294806167938,0.16217340391231277,-0.0002,0.0,0.04204801473676078
392,0.3958345491400277,0.18832880252985873,0.9518185754669507,0.3337570138509026,0.30879503661453317,0.14002161005472985,-0.0002,0.0,0.04298189471845634
393,0.37399888142543347,0.15290750096275918,0.9326915488548714,0.3188135216463742,0.26127306165793157,0.14095662763720762,-0.0002,0.0,0.043224489595748664
394,0.35949676723999563,0.11450213367051362,0.8963798593536256,0.3462967143143573,0.24077738339350874,0.13881249217377417,-0.0002,0.0,0.04304259213137763
395,0.3622514992107368,0.13337502434078458,0.9207765815163623,0.3361861104505745,0.24210090775314677,0.11405031249193157,-0.0002,0.0,0.04259276017384019
396,0.375446711456646,0.18579641523455517,0.9402750760492568,0.30308891705279356,0.24222264681883704,0.13545686311271526,-0.0002,0.0,0.04227051733631016
397,0.39362358813493825,0.20017874423161727,0.9951501795904687,0.344258490448296,0.22604345308404136,0.1327814480988474,-0.0002,0.0,0.042472106890278125
398,0.4018733019406841,0.16173250244233167,1.0,0.34878912223468606,0.30714793896261255,0.1357087012251358,-0.0002,0.0,0.04262712425914533
399,0.37373906022663994,0.09893493102279899,0.9798374053988632,0.35215959858043827,0.26946748018482847,0.10969247070358878,-0.0002,0.0,0.042355521420415196
